State,make,model,index
VT,MERCEDES-BENZ,S-CLASS,0
WA,MERCEDES-BENZ,S-CLASS,0
WI,MERCEDES-BENZ,S-CLASS,0
WV,MERCEDES-BENZ,S-CLASS,0
WY,MERCEDES-BENZ,S-CLASS,0
AK,KIA,SEDONA,0
AL,KIA,SEDONA,0
AR,KIA,SEDONA,0
AZ,KIA,SEDONA,0
CA,KIA,SEDONA,0.2
CO,KIA,SEDONA,0.05
CT,KIA,SEDONA,0
DC,KIA,SEDONA,0
DE,KIA,SEDONA,0
FL,KIA,SEDONA,0.68
GA,KIA,SEDONA,0.27
HI,KIA,SEDONA,0
IA,KIA,SEDONA,0
ID,KIA,SEDONA,0.1
IL,KIA,SEDONA,0
IN,KIA,SEDONA,0.09
KS,KIA,SEDONA,0
KY,KIA,SEDONA,0
LA,KIA,SEDONA,0.2
MA,KIA,SEDONA,0
MD,KIA,SEDONA,0
ME,KIA,SEDONA,0
MI,KIA,SEDONA,0
MN,KIA,SEDONA,0.51
MO,KIA,SEDONA,0
MS,KIA,SEDONA,0
MT,KIA,SEDONA,0
NC,KIA,SEDONA,0
ND,KIA,SEDONA,0
NE,KIA,SEDONA,0
NH,KIA,SEDONA,0
NJ,KIA,SEDONA,0
NM,KIA,SEDONA,0
NV,KIA,SEDONA,0.07
NY,KIA,SEDONA,0
OH,KIA,SEDONA,0
OK,KIA,SEDONA,0
OR,KIA,SEDONA,0.24
PA,KIA,SEDONA,0.3
RI,KIA,SEDONA,0
SC,KIA,SEDONA,0.04
SD,KIA,SEDONA,0
TN,KIA,SEDONA,0
TX,KIA,SEDONA,0.37
UT,KIA,SEDONA,0
VA,KIA,SEDONA,0
VT,KIA,SEDONA,0
WA,KIA,SEDONA,0.28
WI,KIA,SEDONA,0
WV,KIA,SEDONA,0.74
WY,KIA,SEDONA,0
AK,NISSAN,SENTRA,0
AL,NISSAN,SENTRA,0
AR,NISSAN,SENTRA,0
AZ,NISSAN,SENTRA,0
CA,NISSAN,SENTRA,0
CO,NISSAN,SENTRA,0
CT,NISSAN,SENTRA,0
DC,NISSAN,SENTRA,0
DE,NISSAN,SENTRA,0
FL,NISSAN,SENTRA,0
GA,NISSAN,SENTRA,0
HI,NISSAN,SENTRA,0
IA,NISSAN,SENTRA,0
ID,NISSAN,SENTRA,0
IL,NISSAN,SENTRA,0
IN,NISSAN,SENTRA,0
KS,NISSAN,SENTRA,0
KY,NISSAN,SENTRA,0
LA,NISSAN,SENTRA,0
MA,NISSAN,SENTRA,0
MD,NISSAN,SENTRA,0
ME,NISSAN,SENTRA,0
MI,NISSAN,SENTRA,0
MN,NISSAN,SENTRA,0
MO,NISSAN,SENTRA,0
MS,NISSAN,SENTRA,0
MT,NISSAN,SENTRA,0
NC,NISSAN,SENTRA,0
ND,NISSAN,SENTRA,0
NE,NISSAN,SENTRA,0
NH,NISSAN,SENTRA,0
NJ,NISSAN,SENTRA,0
NM,NISSAN,SENTRA,0
NV,NISSAN,SENTRA,0
NY,NISSAN,SENTRA,0
OH,NISSAN,SENTRA,0
OK,NISSAN,SENTRA,0
OR,NISSAN,SENTRA,0
PA,NISSAN,SENTRA,0
RI,NISSAN,SENTRA,0
SC,NISSAN,SENTRA,0
SD,NISSAN,SENTRA,0
TN,NISSAN,SENTRA,0
TX,NISSAN,SENTRA,0
UT,NISSAN,SENTRA,0
VA,NISSAN,SENTRA,0
VT,NISSAN,SENTRA,0
WA,NISSAN,SENTRA,0
WI,NISSAN,SENTRA,0
WV,NISSAN,SENTRA,0
WY,NISSAN,SENTRA,0
AK,TOYOTA,SEQUOIA,0
AL,TOYOTA,SEQUOIA,0
AR,TOYOTA,SEQUOIA,0
AZ,TOYOTA,SEQUOIA,0
CA,TOYOTA,SEQUOIA,0
CO,TOYOTA,SEQUOIA,3.88
CT,TOYOTA,SEQUOIA,0
DC,TOYOTA,SEQUOIA,0
DE,TOYOTA,SEQUOIA,0
FL,TOYOTA,SEQUOIA,0.72
GA,TOYOTA,SEQUOIA,0.24
HI,TOYOTA,SEQUOIA,0
IA,TOYOTA,SEQUOIA,0
ID,TOYOTA,SEQUOIA,0
IL,TOYOTA,SEQUOIA,0
IN,TOYOTA,SEQUOIA,0
KS,TOYOTA,SEQUOIA,0
KY,TOYOTA,SEQUOIA,0
LA,TOYOTA,SEQUOIA,0
MA,TOYOTA,SEQUOIA,0
MD,TOYOTA,SEQUOIA,0
ME,TOYOTA,SEQUOIA,7
MI,TOYOTA,SEQUOIA,0
MN,TOYOTA,SEQUOIA,0
MO,TOYOTA,SEQUOIA,0
MS,TOYOTA,SEQUOIA,0
MT,TOYOTA,SEQUOIA,0
NC,TOYOTA,SEQUOIA,0
ND,TOYOTA,SEQUOIA,0
NE,TOYOTA,SEQUOIA,0
NH,TOYOTA,SEQUOIA,0
NJ,TOYOTA,SEQUOIA,0
NM,TOYOTA,SEQUOIA,0.78
NV,TOYOTA,SEQUOIA,1.14
NY,TOYOTA,SEQUOIA,0
OH,TOYOTA,SEQUOIA,0
OK,TOYOTA,SEQUOIA,0
OR,TOYOTA,SEQUOIA,0
PA,TOYOTA,SEQUOIA,0.83
RI,TOYOTA,SEQUOIA,0
SC,TOYOTA,SEQUOIA,0
SD,TOYOTA,SEQUOIA,0
TN,TOYOTA,SEQUOIA,0
TX,TOYOTA,SEQUOIA,0.48
UT,TOYOTA,SEQUOIA,0.38
VA,TOYOTA,SEQUOIA,0
VT,TOYOTA,SEQUOIA,0.23
WA,TOYOTA,SEQUOIA,2.97
WI,TOYOTA,SEQUOIA,0
WV,TOYOTA,SEQUOIA,0
WY,TOYOTA,SEQUOIA,0
AK,TOYOTA,SIENNA,0
AL,TOYOTA,SIENNA,0
AR,TOYOTA,SIENNA,2.65
AZ,TOYOTA,SIENNA,0
CA,TOYOTA,SIENNA,3.16
CO,TOYOTA,SIENNA,3.16
CT,TOYOTA,SIENNA,5.21
DC,TOYOTA,SIENNA,0
DE,TOYOTA,SIENNA,0
FL,TOYOTA,SIENNA,2.53
GA,TOYOTA,SIENNA,2.45
HI,TOYOTA,SIENNA,0
IA,TOYOTA,SIENNA,2.47
ID,TOYOTA,SIENNA,3.71
IL,TOYOTA,SIENNA,0.99
IN,TOYOTA,SIENNA,1.28
KS,TOYOTA,SIENNA,2.48
KY,TOYOTA,SIENNA,0
LA,TOYOTA,SIENNA,3.01
MA,TOYOTA,SIENNA,0
MD,TOYOTA,SIENNA,1.96
ME,TOYOTA,SIENNA,3.17
MI,TOYOTA,SIENNA,1.78
MN,TOYOTA,SIENNA,2.35
MO,TOYOTA,SIENNA,0
MS,TOYOTA,SIENNA,0
MT,TOYOTA,SIENNA,0
NC,TOYOTA,SIENNA,0
ND,TOYOTA,SIENNA,0
NE,TOYOTA,SIENNA,0
NH,TOYOTA,SIENNA,1.9
NJ,TOYOTA,SIENNA,5.75
NM,TOYOTA,SIENNA,2.38
NV,TOYOTA,SIENNA,4.86
NY,TOYOTA,SIENNA,0
OH,TOYOTA,SIENNA,5.44
OK,TOYOTA,SIENNA,1.05
OR,TOYOTA,SIENNA,3.52
PA,TOYOTA,SIENNA,3.14
RI,TOYOTA,SIENNA,0
SC,TOYOTA,SIENNA,0.3
SD,TOYOTA,SIENNA,0
TN,TOYOTA,SIENNA,1.73
TX,TOYOTA,SIENNA,2.31
UT,TOYOTA,SIENNA,1.87
VA,TOYOTA,SIENNA,0
VT,TOYOTA,SIENNA,3.4
WA,TOYOTA,SIENNA,3.1
WI,TOYOTA,SIENNA,5.81
WV,TOYOTA,SIENNA,2.39
WY,TOYOTA,SIENNA,0
AK,GMC,SIERRA,0
AL,GMC,SIERRA,0
AR,GMC,SIERRA,0
AZ,GMC,SIERRA,0.4
CA,GMC,SIERRA,0.32
CO,GMC,SIERRA,0.1
CT,GMC,SIERRA,1.74
DC,GMC,SIERRA,0
DE,GMC,SIERRA,0
FL,GMC,SIERRA,0.32
GA,GMC,SIERRA,0.2
HI,GMC,SIERRA,0
IA,GMC,SIERRA,0.45
ID,GMC,SIERRA,0.25
IL,GMC,SIERRA,0.18
IN,GMC,SIERRA,0
KS,GMC,SIERRA,0
KY,GMC,SIERRA,0.53
LA,GMC,SIERRA,0.24
MA,GMC,SIERRA,0
MD,GMC,SIERRA,0.15
ME,GMC,SIERRA,1.12
MI,GMC,SIERRA,0.17
MN,GMC,SIERRA,0.16
MO,GMC,SIERRA,0.33
MS,GMC,SIERRA,0.3
MT,GMC,SIERRA,0.16
NC,GMC,SIERRA,0.21
ND,GMC,SIERRA,0.26
NE,GMC,SIERRA,0.62
NH,GMC,SIERRA,1.44
NJ,GMC,SIERRA,0.25
NM,GMC,SIERRA,0.13
NV,GMC,SIERRA,0.2
NY,GMC,SIERRA,0.91
OH,GMC,SIERRA,0.21
OK,GMC,SIERRA,0.15
OR,GMC,SIERRA,0.19
PA,GMC,SIERRA,0.27
RI,GMC,SIERRA,0
SC,GMC,SIERRA,1.66
SD,GMC,SIERRA,0.14
TN,GMC,SIERRA,0.4
TX,GMC,SIERRA,0.23
UT,GMC,SIERRA,0.13
VA,GMC,SIERRA,0
VT,GMC,SIERRA,1.42
WA,GMC,SIERRA,0.12
WI,GMC,SIERRA,0.14
WV,GMC,SIERRA,0.28
WY,GMC,SIERRA,0.24
AK,CHEVROLET,SILVERADO,0
AL,CHEVROLET,SILVERADO,0
AR,CHEVROLET,SILVERADO,1.13
AZ,CHEVROLET,SILVERADO,0.35
CA,CHEVROLET,SILVERADO,0.59
CO,CHEVROLET,SILVERADO,0.26
CT,CHEVROLET,SILVERADO,4.26
DC,CHEVROLET,SILVERADO,0
DE,CHEVROLET,SILVERADO,0
FL,CHEVROLET,SILVERADO,0.65
GA,CHEVROLET,SILVERADO,0.31
HI,CHEVROLET,SILVERADO,0
IA,CHEVROLET,SILVERADO,1.74
ID,CHEVROLET,SILVERADO,0.58
IL,CHEVROLET,SILVERADO,0.8
IN,CHEVROLET,SILVERADO,0.64
KS,CHEVROLET,SILVERADO,1.17
KY,CHEVROLET,SILVERADO,0.75
LA,CHEVROLET,SILVERADO,0.79
MA,CHEVROLET,SILVERADO,0
MD,CHEVROLET,SILVERADO,0
ME,CHEVROLET,SILVERADO,1.29
MI,CHEVROLET,SILVERADO,0.86
MN,CHEVROLET,SILVERADO,1.73
MO,CHEVROLET,SILVERADO,0
MS,CHEVROLET,SILVERADO,0.53
MT,CHEVROLET,SILVERADO,0.73
NC,CHEVROLET,SILVERADO,0.63
ND,CHEVROLET,SILVERADO,0.21
NE,CHEVROLET,SILVERADO,4.58
NH,CHEVROLET,SILVERADO,0.83
NJ,CHEVROLET,SILVERADO,0.8
NM,CHEVROLET,SILVERADO,0.63
NV,CHEVROLET,SILVERADO,0.41
NY,CHEVROLET,SILVERADO,2.93
OH,CHEVROLET,SILVERADO,1.28
OK,CHEVROLET,SILVERADO,0.89
OR,CHEVROLET,SILVERADO,0.42
PA,CHEVROLET,SILVERADO,0.66
RI,CHEVROLET,SILVERADO,0
SC,CHEVROLET,SILVERADO,0.83
SD,CHEVROLET,SILVERADO,1.63
TN,CHEVROLET,SILVERADO,0.72
TX,CHEVROLET,SILVERADO,0.63
UT,CHEVROLET,SILVERADO,0.75
VA,CHEVROLET,SILVERADO,0
VT,CHEVROLET,SILVERADO,0.79
WA,CHEVROLET,SILVERADO,1.79
WI,CHEVROLET,SILVERADO,0.45
WV,CHEVROLET,SILVERADO,0.91
WY,CHEVROLET,SILVERADO,1.11
AK,MERCEDES-BENZ,SL-CLASS,0
AL,MERCEDES-BENZ,SL-CLASS,0
AR,MERCEDES-BENZ,SL-CLASS,0
AZ,MERCEDES-BENZ,SL-CLASS,0
CA,MERCEDES-BENZ,SL-CLASS,0.74
CO,MERCEDES-BENZ,SL-CLASS,0
CT,MERCEDES-BENZ,SL-CLASS,0
DC,MERCEDES-BENZ,SL-CLASS,0
DE,MERCEDES-BENZ,SL-CLASS,0
FL,MERCEDES-BENZ,SL-CLASS,0.07
GA,MERCEDES-BENZ,SL-CLASS,0
HI,MERCEDES-BENZ,SL-CLASS,0
IA,MERCEDES-BENZ,SL-CLASS,0
ID,MERCEDES-BENZ,SL-CLASS,0
IL,MERCEDES-BENZ,SL-CLASS,0
IN,MERCEDES-BENZ,SL-CLASS,0
KS,MERCEDES-BENZ,SL-CLASS,0
KY,MERCEDES-BENZ,SL-CLASS,0
LA,MERCEDES-BENZ,SL-CLASS,0
MA,MERCEDES-BENZ,SL-CLASS,0
MD,MERCEDES-BENZ,SL-CLASS,0
ME,MERCEDES-BENZ,SL-CLASS,0
MI,MERCEDES-BENZ,SL-CLASS,0
MN,MERCEDES-BENZ,SL-CLASS,0
MO,MERCEDES-BENZ,SL-CLASS,0
MS,MERCEDES-BENZ,SL-CLASS,0
MT,MERCEDES-BENZ,SL-CLASS,0
NC,MERCEDES-BENZ,SL-CLASS,0
ND,MERCEDES-BENZ,SL-CLASS,0
NE,MERCEDES-BENZ,SL-CLASS,0
NH,MERCEDES-BENZ,SL-CLASS,0
NJ,MERCEDES-BENZ,SL-CLASS,0
NM,MERCEDES-BENZ,SL-CLASS,0
NV,MERCEDES-BENZ,SL-CLASS,0
NY,MERCEDES-BENZ,SL-CLASS,0
OH,MERCEDES-BENZ,SL-CLASS,0
OK,MERCEDES-BENZ,SL-CLASS,0
OR,MERCEDES-BENZ,SL-CLASS,0
PA,MERCEDES-BENZ,SL-CLASS,0
RI,MERCEDES-BENZ,SL-CLASS,0
SC,MERCEDES-BENZ,SL-CLASS,0
SD,MERCEDES-BENZ,SL-CLASS,0
TN,MERCEDES-BENZ,SL-CLASS,0
TX,MERCEDES-BENZ,SL-CLASS,0
UT,MERCEDES-BENZ,SL-CLASS,0
VA,MERCEDES-BENZ,SL-CLASS,0
VT,MERCEDES-BENZ,SL-CLASS,0
WA,MERCEDES-BENZ,SL-CLASS,0
WI,MERCEDES-BENZ,SL-CLASS,0
WV,MERCEDES-BENZ,SL-CLASS,0
WY,MERCEDES-BENZ,SL-CLASS,0
AK,MERCEDES-BENZ,SLK-CLASS,0
AL,MERCEDES-BENZ,SLK-CLASS,0
AR,MERCEDES-BENZ,SLK-CLASS,0
AZ,MERCEDES-BENZ,SLK-CLASS,0
CA,MERCEDES-BENZ,SLK-CLASS,0
CO,MERCEDES-BENZ,SLK-CLASS,0
CT,MERCEDES-BENZ,SLK-CLASS,0
DC,MERCEDES-BENZ,SLK-CLASS,0
DE,MERCEDES-BENZ,SLK-CLASS,0
FL,MERCEDES-BENZ,SLK-CLASS,0
GA,MERCEDES-BENZ,SLK-CLASS,0
HI,MERCEDES-BENZ,SLK-CLASS,0
IA,MERCEDES-BENZ,SLK-CLASS,0
ID,MERCEDES-BENZ,SLK-CLASS,0
IL,MERCEDES-BENZ,SLK-CLASS,0
IN,MERCEDES-BENZ,SLK-CLASS,0
KS,MERCEDES-BENZ,SLK-CLASS,0
KY,MERCEDES-BENZ,SLK-CLASS,0
LA,MERCEDES-BENZ,SLK-CLASS,0
MA,MERCEDES-BENZ,SLK-CLASS,0
MD,MERCEDES-BENZ,SLK-CLASS,0
ME,MERCEDES-BENZ,SLK-CLASS,0
MI,MERCEDES-BENZ,SLK-CLASS,0
MN,MERCEDES-BENZ,SLK-CLASS,0
MO,MERCEDES-BENZ,SLK-CLASS,0
MS,MERCEDES-BENZ,SLK-CLASS,0
MT,MERCEDES-BENZ,SLK-CLASS,0
NC,MERCEDES-BENZ,SLK-CLASS,0
ND,MERCEDES-BENZ,SLK-CLASS,0
NE,MERCEDES-BENZ,SLK-CLASS,0
NH,MERCEDES-BENZ,SLK-CLASS,0
NJ,MERCEDES-BENZ,SLK-CLASS,0
NM,MERCEDES-BENZ,SLK-CLASS,0
NV,MERCEDES-BENZ,SLK-CLASS,0
NY,MERCEDES-BENZ,SLK-CLASS,0
OH,MERCEDES-BENZ,SLK-CLASS,0
OK,MERCEDES-BENZ,SLK-CLASS,0
OR,MERCEDES-BENZ,SLK-CLASS,0
PA,MERCEDES-BENZ,SLK-CLASS,0
RI,MERCEDES-BENZ,SLK-CLASS,0
SC,MERCEDES-BENZ,SLK-CLASS,0
SD,MERCEDES-BENZ,SLK-CLASS,0
TN,MERCEDES-BENZ,SLK-CLASS,0
TX,MERCEDES-BENZ,SLK-CLASS,3.79
UT,MERCEDES-BENZ,SLK-CLASS,0
VA,MERCEDES-BENZ,SLK-CLASS,0
VT,MERCEDES-BENZ,SLK-CLASS,0
WA,MERCEDES-BENZ,SLK-CLASS,0
WI,MERCEDES-BENZ,SLK-CLASS,0
WV,MERCEDES-BENZ,SLK-CLASS,0
WY,MERCEDES-BENZ,SLK-CLASS,0
AK,MERCEDES-BENZ,SLS AMG,0
AL,MERCEDES-BENZ,SLS AMG,0
AR,MERCEDES-BENZ,SLS AMG,0
AZ,MERCEDES-BENZ,SLS AMG,0
CA,MERCEDES-BENZ,SLS AMG,0
CO,MERCEDES-BENZ,SLS AMG,0
CT,MERCEDES-BENZ,SLS AMG,0
DC,MERCEDES-BENZ,SLS AMG,0
DE,MERCEDES-BENZ,SLS AMG,0
FL,MERCEDES-BENZ,SLS AMG,0
GA,MERCEDES-BENZ,SLS AMG,0
HI,MERCEDES-BENZ,SLS AMG,0
IA,MERCEDES-BENZ,SLS AMG,0
ID,MERCEDES-BENZ,SLS AMG,0
IL,MERCEDES-BENZ,SLS AMG,0
IN,MERCEDES-BENZ,SLS AMG,0
KS,MERCEDES-BENZ,SLS AMG,0
KY,MERCEDES-BENZ,SLS AMG,0
LA,MERCEDES-BENZ,SLS AMG,0
MA,MERCEDES-BENZ,SLS AMG,0
MD,MERCEDES-BENZ,SLS AMG,0
ME,MERCEDES-BENZ,SLS AMG,0
MI,MERCEDES-BENZ,SLS AMG,0
MN,MERCEDES-BENZ,SLS AMG,0
MO,MERCEDES-BENZ,SLS AMG,0
MS,MERCEDES-BENZ,SLS AMG,0
MT,MERCEDES-BENZ,SLS AMG,0
NC,MERCEDES-BENZ,SLS AMG,0
ND,MERCEDES-BENZ,SLS AMG,0
NE,MERCEDES-BENZ,SLS AMG,0
NH,MERCEDES-BENZ,SLS AMG,0
NJ,MERCEDES-BENZ,SLS AMG,0
NM,MERCEDES-BENZ,SLS AMG,0
NV,MERCEDES-BENZ,SLS AMG,0
NY,MERCEDES-BENZ,SLS AMG,0
OH,MERCEDES-BENZ,SLS AMG,0
OK,MERCEDES-BENZ,SLS AMG,0
OR,MERCEDES-BENZ,SLS AMG,0
PA,MERCEDES-BENZ,SLS AMG,0
RI,MERCEDES-BENZ,SLS AMG,0
SC,MERCEDES-BENZ,SLS AMG,0
SD,MERCEDES-BENZ,SLS AMG,0
TN,MERCEDES-BENZ,SLS AMG,0
TX,MERCEDES-BENZ,SLS AMG,0
UT,MERCEDES-BENZ,SLS AMG,0
VA,MERCEDES-BENZ,SLS AMG,0
VT,MERCEDES-BENZ,SLS AMG,0
WA,MERCEDES-BENZ,SLS AMG,0
WI,MERCEDES-BENZ,SLS AMG,0
WV,MERCEDES-BENZ,SLS AMG,0
WY,MERCEDES-BENZ,SLS AMG,0
AK,HYUNDAI,SONATA,0
AL,HYUNDAI,SONATA,0
AR,HYUNDAI,SONATA,0.64
AZ,HYUNDAI,SONATA,0
CA,HYUNDAI,SONATA,1.28
CO,HYUNDAI,SONATA,1.18
CT,HYUNDAI,SONATA,4.17
DC,HYUNDAI,SONATA,4.57
DE,HYUNDAI,SONATA,2.42
FL,HYUNDAI,SONATA,1.26
GA,HYUNDAI,SONATA,0.39
HI,HYUNDAI,SONATA,0
IA,HYUNDAI,SONATA,0
ID,HYUNDAI,SONATA,0.77
IL,HYUNDAI,SONATA,1.18
IN,HYUNDAI,SONATA,0.39
KS,HYUNDAI,SONATA,1.07
KY,HYUNDAI,SONATA,0
LA,HYUNDAI,SONATA,0.52
MA,HYUNDAI,SONATA,0
MD,HYUNDAI,SONATA,1.21
ME,HYUNDAI,SONATA,1.41
MI,HYUNDAI,SONATA,0.63
MN,HYUNDAI,SONATA,0
MO,HYUNDAI,SONATA,0.6
MS,HYUNDAI,SONATA,0.99
MT,HYUNDAI,SONATA,0
NC,HYUNDAI,SONATA,2.08
ND,HYUNDAI,SONATA,0.11
NE,HYUNDAI,SONATA,0
NH,HYUNDAI,SONATA,0.6
NJ,HYUNDAI,SONATA,1.5
NM,HYUNDAI,SONATA,0.46
NV,HYUNDAI,SONATA,1.3
NY,HYUNDAI,SONATA,0
OH,HYUNDAI,SONATA,0.7
OK,HYUNDAI,SONATA,1.18
OR,HYUNDAI,SONATA,0.74
PA,HYUNDAI,SONATA,0.71
RI,HYUNDAI,SONATA,13
SC,HYUNDAI,SONATA,0
SD,HYUNDAI,SONATA,0
TN,HYUNDAI,SONATA,0.41
TX,HYUNDAI,SONATA,0.75
UT,HYUNDAI,SONATA,1.25
VA,HYUNDAI,SONATA,0
VT,HYUNDAI,SONATA,0.28
WA,HYUNDAI,SONATA,0.85
WI,HYUNDAI,SONATA,2.9
WV,HYUNDAI,SONATA,0.63
WY,HYUNDAI,SONATA,0
AK,CHEVROLET,SONIC,0
AL,CHEVROLET,SONIC,0
AR,CHEVROLET,SONIC,0
AZ,CHEVROLET,SONIC,1.67
CA,CHEVROLET,SONIC,0.18
CO,CHEVROLET,SONIC,0
CT,CHEVROLET,SONIC,0
DC,CHEVROLET,SONIC,0
DE,CHEVROLET,SONIC,0
FL,CHEVROLET,SONIC,0.44
GA,CHEVROLET,SONIC,0.56
HI,CHEVROLET,SONIC,0
IA,CHEVROLET,SONIC,3.71
ID,CHEVROLET,SONIC,0
IL,CHEVROLET,SONIC,0.76
IN,CHEVROLET,SONIC,0
KS,CHEVROLET,SONIC,0.91
KY,CHEVROLET,SONIC,1.78
LA,CHEVROLET,SONIC,0.44
MA,CHEVROLET,SONIC,0
MD,CHEVROLET,SONIC,0
ME,CHEVROLET,SONIC,0.33
MI,CHEVROLET,SONIC,0
MN,CHEVROLET,SONIC,0
MO,CHEVROLET,SONIC,0
MS,CHEVROLET,SONIC,0.88
MT,CHEVROLET,SONIC,0
NC,CHEVROLET,SONIC,0
ND,CHEVROLET,SONIC,0
NE,CHEVROLET,SONIC,0
NH,CHEVROLET,SONIC,0
NJ,CHEVROLET,SONIC,0.83
NM,CHEVROLET,SONIC,0
NV,CHEVROLET,SONIC,0.69
NY,CHEVROLET,SONIC,0
OH,CHEVROLET,SONIC,0.9
OK,CHEVROLET,SONIC,6.88
OR,CHEVROLET,SONIC,1.38
PA,CHEVROLET,SONIC,0.87
RI,CHEVROLET,SONIC,0
SC,CHEVROLET,SONIC,0
SD,CHEVROLET,SONIC,0
TN,CHEVROLET,SONIC,0.73
TX,CHEVROLET,SONIC,0.58
UT,CHEVROLET,SONIC,0
VA,CHEVROLET,SONIC,0
VT,CHEVROLET,SONIC,0
WA,CHEVROLET,SONIC,0.37
WI,CHEVROLET,SONIC,3.03
WV,CHEVROLET,SONIC,2.9
WY,CHEVROLET,SONIC,0
AK,KIA,SORENTO,0
AL,KIA,SORENTO,0
AR,KIA,SORENTO,0.15
AZ,KIA,SORENTO,0
CA,KIA,SORENTO,0.34
CO,KIA,SORENTO,0.14
CT,KIA,SORENTO,0
DC,KIA,SORENTO,0
DE,KIA,SORENTO,0
FL,KIA,SORENTO,0.41
GA,KIA,SORENTO,0.83
HI,KIA,SORENTO,0
IA,KIA,SORENTO,0.24
ID,KIA,SORENTO,0.3
IL,KIA,SORENTO,0.18
IN,KIA,SORENTO,0.22
KS,KIA,SORENTO,0
KY,KIA,SORENTO,0
LA,KIA,SORENTO,0.42
MA,KIA,SORENTO,0
MD,KIA,SORENTO,1.11
ME,KIA,SORENTO,0.71
MI,KIA,SORENTO,0.2
MN,KIA,SORENTO,0.34
MO,KIA,SORENTO,0.54
MS,KIA,SORENTO,0
MT,KIA,SORENTO,0
NC,KIA,SORENTO,0
ND,KIA,SORENTO,0
NE,KIA,SORENTO,0.14
NH,KIA,SORENTO,0.09
NJ,KIA,SORENTO,0.42
NM,KIA,SORENTO,0.34
NV,KIA,SORENTO,0.28
NY,KIA,SORENTO,0
OH,KIA,SORENTO,0.49
OK,KIA,SORENTO,0.36
OR,KIA,SORENTO,0.82
PA,KIA,SORENTO,0.25
RI,KIA,SORENTO,0
SC,KIA,SORENTO,0.48
SD,KIA,SORENTO,0
TN,KIA,SORENTO,0.28
TX,KIA,SORENTO,0.41
UT,KIA,SORENTO,0.08
VA,KIA,SORENTO,0
VT,KIA,SORENTO,0.19
WA,KIA,SORENTO,0.23
WI,KIA,SORENTO,0.38
WV,KIA,SORENTO,0.3
WY,KIA,SORENTO,0
AK,KIA,SOUL,0
AL,KIA,SOUL,0
AR,KIA,SOUL,1.53
AZ,KIA,SOUL,0
CA,KIA,SOUL,0.55
CO,KIA,SOUL,0.87
CT,KIA,SOUL,0
DC,KIA,SOUL,0
DE,KIA,SOUL,0
FL,KIA,SOUL,1.05
GA,KIA,SOUL,1.28
HI,KIA,SOUL,0
IA,KIA,SOUL,0
ID,KIA,SOUL,2.05
IL,KIA,SOUL,1.7
IN,KIA,SOUL,0
KS,KIA,SOUL,0
KY,KIA,SOUL,0
LA,KIA,SOUL,0.64
MA,KIA,SOUL,0
MD,KIA,SOUL,1.46
ME,KIA,SOUL,2.04
MI,KIA,SOUL,1.53
MN,KIA,SOUL,1.8
MO,KIA,SOUL,1.91
MS,KIA,SOUL,1.39
MT,KIA,SOUL,7
NC,KIA,SOUL,0
ND,KIA,SOUL,0
NE,KIA,SOUL,2.93
NH,KIA,SOUL,0.59
NJ,KIA,SOUL,0.73
NM,KIA,SOUL,1.01
NV,KIA,SOUL,2.32
NY,KIA,SOUL,0
OH,KIA,SOUL,0.85
OK,KIA,SOUL,0.5
OR,KIA,SOUL,2.91
PA,KIA,SOUL,0.55
RI,KIA,SOUL,0
SC,KIA,SOUL,0
SD,KIA,SOUL,0
TN,KIA,SOUL,1.14
TX,KIA,SOUL,0.75
UT,KIA,SOUL,1.02
VA,KIA,SOUL,0
VT,KIA,SOUL,2.28
WA,KIA,SOUL,1.7
WI,KIA,SOUL,0
WV,KIA,SOUL,1.07
WY,KIA,SOUL,0
AK,CHEVROLET,SPARK,0
AL,CHEVROLET,SPARK,0
AR,CHEVROLET,SPARK,0
AZ,CHEVROLET,SPARK,5
CA,CHEVROLET,SPARK,2.15
CO,CHEVROLET,SPARK,0
CT,CHEVROLET,SPARK,0
DC,CHEVROLET,SPARK,0
DE,CHEVROLET,SPARK,0
FL,CHEVROLET,SPARK,0
GA,CHEVROLET,SPARK,0
HI,CHEVROLET,SPARK,0
IA,CHEVROLET,SPARK,0
ID,CHEVROLET,SPARK,0
IL,CHEVROLET,SPARK,0
IN,CHEVROLET,SPARK,0
KS,CHEVROLET,SPARK,0
KY,CHEVROLET,SPARK,5
LA,CHEVROLET,SPARK,0
MA,CHEVROLET,SPARK,0
MD,CHEVROLET,SPARK,0
ME,CHEVROLET,SPARK,0
MI,CHEVROLET,SPARK,0
MN,CHEVROLET,SPARK,0
MO,CHEVROLET,SPARK,0
MS,CHEVROLET,SPARK,4.17
MT,CHEVROLET,SPARK,0
NC,CHEVROLET,SPARK,0
ND,CHEVROLET,SPARK,0
NE,CHEVROLET,SPARK,0
NH,CHEVROLET,SPARK,0
NJ,CHEVROLET,SPARK,4.33
NM,CHEVROLET,SPARK,0
NV,CHEVROLET,SPARK,0
NY,CHEVROLET,SPARK,0
OH,CHEVROLET,SPARK,0
OK,CHEVROLET,SPARK,0
OR,CHEVROLET,SPARK,5
PA,CHEVROLET,SPARK,0
RI,CHEVROLET,SPARK,0
SC,CHEVROLET,SPARK,0
SD,CHEVROLET,SPARK,0
TN,CHEVROLET,SPARK,0
TX,CHEVROLET,SPARK,1.68
UT,CHEVROLET,SPARK,5
