State,make,model,index
AL,CHEVROLET,CRUZE,0
AR,CHEVROLET,CRUZE,0
AZ,CHEVROLET,CRUZE,8.77
CA,CHEVROLET,CRUZE,0.7
CO,CHEVROLET,CRUZE,0.87
CT,CHEVROLET,CRUZE,0
DC,CHEVROLET,CRUZE,7.62
DE,CHEVROLET,CRUZE,0
FL,CHEVROLET,CRUZE,2.53
GA,CHEVROLET,CRUZE,1.92
HI,CHEVROLET,CRUZE,0
IA,CHEVROLET,CRUZE,2.84
ID,CHEVROLET,CRUZE,0.5
IL,CHEVROLET,CRUZE,4.87
IN,CHEVROLET,CRUZE,6.74
KS,CHEVROLET,CRUZE,0
KY,CHEVROLET,CRUZE,2.8
LA,CHEVROLET,CRUZE,1.76
MA,CHEVROLET,CRUZE,0
MD,CHEVROLET,CRUZE,2.85
ME,CHEVROLET,CRUZE,0
MI,CHEVROLET,CRUZE,4.1
MN,CHEVROLET,CRUZE,5.79
MO,CHEVROLET,CRUZE,0
MS,CHEVROLET,CRUZE,3.01
MT,CHEVROLET,CRUZE,0
NC,CHEVROLET,CRUZE,0
ND,CHEVROLET,CRUZE,0
NE,CHEVROLET,CRUZE,0
NH,CHEVROLET,CRUZE,3.26
NJ,CHEVROLET,CRUZE,0.91
NM,CHEVROLET,CRUZE,1.23
NV,CHEVROLET,CRUZE,2.76
NY,CHEVROLET,CRUZE,0
OH,CHEVROLET,CRUZE,2.93
OK,CHEVROLET,CRUZE,5.18
OR,CHEVROLET,CRUZE,0
PA,CHEVROLET,CRUZE,2.24
RI,CHEVROLET,CRUZE,0
SC,CHEVROLET,CRUZE,3.25
SD,CHEVROLET,CRUZE,0
TN,CHEVROLET,CRUZE,2
TX,CHEVROLET,CRUZE,2.14
UT,CHEVROLET,CRUZE,1.62
VA,CHEVROLET,CRUZE,0
VT,CHEVROLET,CRUZE,2.01
WA,CHEVROLET,CRUZE,1.25
WI,CHEVROLET,CRUZE,0
WV,CHEVROLET,CRUZE,4.32
WY,CHEVROLET,CRUZE,0
AK,HONDA,CR-V,0
AL,HONDA,CR-V,0
AR,HONDA,CR-V,1.65
AZ,HONDA,CR-V,3.93
CA,HONDA,CR-V,3.55
CO,HONDA,CR-V,3.29
CT,HONDA,CR-V,5.86
DC,HONDA,CR-V,0
DE,HONDA,CR-V,14.27
FL,HONDA,CR-V,2.87
GA,HONDA,CR-V,3.77
HI,HONDA,CR-V,0
IA,HONDA,CR-V,2.72
ID,HONDA,CR-V,2.3
IL,HONDA,CR-V,1.95
IN,HONDA,CR-V,6.03
KS,HONDA,CR-V,2.16
KY,HONDA,CR-V,2.45
LA,HONDA,CR-V,3.27
MA,HONDA,CR-V,0
MD,HONDA,CR-V,6.64
ME,HONDA,CR-V,2.14
MI,HONDA,CR-V,1.34
MN,HONDA,CR-V,5.4
MO,HONDA,CR-V,2.41
MS,HONDA,CR-V,1.49
MT,HONDA,CR-V,5.26
NC,HONDA,CR-V,9.2
ND,HONDA,CR-V,4.66
NE,HONDA,CR-V,2.82
NH,HONDA,CR-V,3.33
NJ,HONDA,CR-V,5.26
NM,HONDA,CR-V,1.48
NV,HONDA,CR-V,2.45
NY,HONDA,CR-V,12.39
OH,HONDA,CR-V,2.22
OK,HONDA,CR-V,1.57
OR,HONDA,CR-V,4.72
PA,HONDA,CR-V,4.17
RI,HONDA,CR-V,0
SC,HONDA,CR-V,7.21
SD,HONDA,CR-V,3.63
TN,HONDA,CR-V,5.59
TX,HONDA,CR-V,3.07
UT,HONDA,CR-V,3.63
VA,HONDA,CR-V,0
VT,HONDA,CR-V,4.11
WA,HONDA,CR-V,5.42
WI,HONDA,CR-V,3.19
WV,HONDA,CR-V,1.44
WY,HONDA,CR-V,0
AK,HONDA,CR-Z,0
AL,HONDA,CR-Z,0
AR,HONDA,CR-Z,0
AZ,HONDA,CR-Z,0
CA,HONDA,CR-Z,0
CO,HONDA,CR-Z,0
CT,HONDA,CR-Z,0
DC,HONDA,CR-Z,0
DE,HONDA,CR-Z,0
FL,HONDA,CR-Z,0
GA,HONDA,CR-Z,0
HI,HONDA,CR-Z,0
IA,HONDA,CR-Z,0
ID,HONDA,CR-Z,0
IL,HONDA,CR-Z,0
IN,HONDA,CR-Z,0
KS,HONDA,CR-Z,0
KY,HONDA,CR-Z,0
LA,HONDA,CR-Z,0
MA,HONDA,CR-Z,0
MD,HONDA,CR-Z,0
ME,HONDA,CR-Z,0
MI,HONDA,CR-Z,0
MN,HONDA,CR-Z,0
MO,HONDA,CR-Z,0
MS,HONDA,CR-Z,0
MT,HONDA,CR-Z,0
NC,HONDA,CR-Z,0
ND,HONDA,CR-Z,0
NE,HONDA,CR-Z,0
NH,HONDA,CR-Z,0
NJ,HONDA,CR-Z,0
NM,HONDA,CR-Z,0
NV,HONDA,CR-Z,0
NY,HONDA,CR-Z,0
OH,HONDA,CR-Z,0
OK,HONDA,CR-Z,0
OR,HONDA,CR-Z,0
PA,HONDA,CR-Z,0
RI,HONDA,CR-Z,0
SC,HONDA,CR-Z,0
SD,HONDA,CR-Z,0
TN,HONDA,CR-Z,0
TX,HONDA,CR-Z,0
UT,HONDA,CR-Z,0
VA,HONDA,CR-Z,0
VT,HONDA,CR-Z,0
WA,HONDA,CR-Z,0
WI,HONDA,CR-Z,0
WV,HONDA,CR-Z,0
WY,HONDA,CR-Z,0
AK,LEXUS,CT,0
AL,LEXUS,CT,0
AR,LEXUS,CT,0
AZ,LEXUS,CT,0
CA,LEXUS,CT,3.21
CO,LEXUS,CT,0
CT,LEXUS,CT,0
DC,LEXUS,CT,0
DE,LEXUS,CT,0
FL,LEXUS,CT,0
GA,LEXUS,CT,0.73
HI,LEXUS,CT,0
IA,LEXUS,CT,0
ID,LEXUS,CT,0
IL,LEXUS,CT,0
IN,LEXUS,CT,0
KS,LEXUS,CT,0
KY,LEXUS,CT,0
LA,LEXUS,CT,0
MA,LEXUS,CT,0
MD,LEXUS,CT,0
ME,LEXUS,CT,0
MI,LEXUS,CT,0
MN,LEXUS,CT,0
MO,LEXUS,CT,0
MS,LEXUS,CT,0
MT,LEXUS,CT,0
NC,LEXUS,CT,0
ND,LEXUS,CT,8
NE,LEXUS,CT,0
NH,LEXUS,CT,0
NJ,LEXUS,CT,0
NM,LEXUS,CT,0.57
NV,LEXUS,CT,0
NY,LEXUS,CT,0
OH,LEXUS,CT,0
OK,LEXUS,CT,0
OR,LEXUS,CT,0
PA,LEXUS,CT,0
RI,LEXUS,CT,0
SC,LEXUS,CT,0
SD,LEXUS,CT,0
TN,LEXUS,CT,0
TX,LEXUS,CT,0.51
UT,LEXUS,CT,0
VA,LEXUS,CT,0
VT,LEXUS,CT,0
WA,LEXUS,CT,1.6
WI,LEXUS,CT,0
WV,LEXUS,CT,0
WY,LEXUS,CT,0
AK,CADILLAC,CTS,0
AL,CADILLAC,CTS,0
AR,CADILLAC,CTS,0
AZ,CADILLAC,CTS,0
CA,CADILLAC,CTS,0.37
CO,CADILLAC,CTS,0
CT,CADILLAC,CTS,0
DC,CADILLAC,CTS,0
DE,CADILLAC,CTS,0
FL,CADILLAC,CTS,1.09
GA,CADILLAC,CTS,0
HI,CADILLAC,CTS,0
IA,CADILLAC,CTS,0
ID,CADILLAC,CTS,0
IL,CADILLAC,CTS,0
IN,CADILLAC,CTS,0
KS,CADILLAC,CTS,0
KY,CADILLAC,CTS,0
LA,CADILLAC,CTS,0
MA,CADILLAC,CTS,0
MD,CADILLAC,CTS,0
ME,CADILLAC,CTS,0
MI,CADILLAC,CTS,0
MN,CADILLAC,CTS,0
MO,CADILLAC,CTS,0
MS,CADILLAC,CTS,0
MT,CADILLAC,CTS,0
NC,CADILLAC,CTS,0
ND,CADILLAC,CTS,0
NE,CADILLAC,CTS,0
NH,CADILLAC,CTS,0
NJ,CADILLAC,CTS,0
NM,CADILLAC,CTS,0
NV,CADILLAC,CTS,0
NY,CADILLAC,CTS,0
OH,CADILLAC,CTS,0
OK,CADILLAC,CTS,0
OR,CADILLAC,CTS,0
PA,CADILLAC,CTS,0
RI,CADILLAC,CTS,0
SC,CADILLAC,CTS,0
SD,CADILLAC,CTS,0
TN,CADILLAC,CTS,0
TX,CADILLAC,CTS,0
UT,CADILLAC,CTS,0
VA,CADILLAC,CTS,0
VT,CADILLAC,CTS,0
WA,CADILLAC,CTS,0
WI,CADILLAC,CTS,0
WV,CADILLAC,CTS,0
WY,CADILLAC,CTS,0
AK,NISSAN,CUBE,0
AL,NISSAN,CUBE,0
AR,NISSAN,CUBE,0
AZ,NISSAN,CUBE,0
CA,NISSAN,CUBE,0
CO,NISSAN,CUBE,0
CT,NISSAN,CUBE,0
DC,NISSAN,CUBE,0
DE,NISSAN,CUBE,0
FL,NISSAN,CUBE,0
GA,NISSAN,CUBE,0
HI,NISSAN,CUBE,0
IA,NISSAN,CUBE,0
ID,NISSAN,CUBE,0
IL,NISSAN,CUBE,0
IN,NISSAN,CUBE,0
KS,NISSAN,CUBE,0
KY,NISSAN,CUBE,0
LA,NISSAN,CUBE,0
MA,NISSAN,CUBE,0
MD,NISSAN,CUBE,0
ME,NISSAN,CUBE,0
MI,NISSAN,CUBE,0
MN,NISSAN,CUBE,0
MO,NISSAN,CUBE,0
MS,NISSAN,CUBE,0
MT,NISSAN,CUBE,0
NC,NISSAN,CUBE,0
ND,NISSAN,CUBE,0
NE,NISSAN,CUBE,0
NH,NISSAN,CUBE,0
NJ,NISSAN,CUBE,0
NM,NISSAN,CUBE,0
NV,NISSAN,CUBE,0
NY,NISSAN,CUBE,0
OH,NISSAN,CUBE,0
OK,NISSAN,CUBE,0
OR,NISSAN,CUBE,0
PA,NISSAN,CUBE,0
RI,NISSAN,CUBE,0
SC,NISSAN,CUBE,0
SD,NISSAN,CUBE,0
TN,NISSAN,CUBE,0
TX,NISSAN,CUBE,0
UT,NISSAN,CUBE,0
VA,NISSAN,CUBE,0
VT,NISSAN,CUBE,0
WA,NISSAN,CUBE,0
WI,NISSAN,CUBE,0
WV,NISSAN,CUBE,0
WY,NISSAN,CUBE,0
AK,MAZDA,CX-5,0
AL,MAZDA,CX-5,0
AR,MAZDA,CX-5,0.09
AZ,MAZDA,CX-5,0
CA,MAZDA,CX-5,0.47
CO,MAZDA,CX-5,0.7
CT,MAZDA,CX-5,0
DC,MAZDA,CX-5,2.22
DE,MAZDA,CX-5,0
FL,MAZDA,CX-5,0.34
GA,MAZDA,CX-5,0.14
HI,MAZDA,CX-5,0
IA,MAZDA,CX-5,0.29
ID,MAZDA,CX-5,0.19
IL,MAZDA,CX-5,6.15
IN,MAZDA,CX-5,0.25
KS,MAZDA,CX-5,0.97
KY,MAZDA,CX-5,0.2
LA,MAZDA,CX-5,0
MA,MAZDA,CX-5,0
MD,MAZDA,CX-5,0.51
ME,MAZDA,CX-5,0
MI,MAZDA,CX-5,0.1
MN,MAZDA,CX-5,0
MO,MAZDA,CX-5,0
MS,MAZDA,CX-5,0
MT,MAZDA,CX-5,0
NC,MAZDA,CX-5,0.44
ND,MAZDA,CX-5,0.18
NE,MAZDA,CX-5,0
NH,MAZDA,CX-5,0.31
NJ,MAZDA,CX-5,0.72
NM,MAZDA,CX-5,0.31
NV,MAZDA,CX-5,0.24
NY,MAZDA,CX-5,0
OH,MAZDA,CX-5,0.29
OK,MAZDA,CX-5,0
OR,MAZDA,CX-5,0.51
PA,MAZDA,CX-5,0.52
RI,MAZDA,CX-5,0
SC,MAZDA,CX-5,0.18
SD,MAZDA,CX-5,0
TN,MAZDA,CX-5,0
TX,MAZDA,CX-5,0.46
UT,MAZDA,CX-5,1.03
VA,MAZDA,CX-5,0
VT,MAZDA,CX-5,0.35
WA,MAZDA,CX-5,0.58
WI,MAZDA,CX-5,0
WV,MAZDA,CX-5,0.06
WY,MAZDA,CX-5,0
AK,MAZDA,CX-9,0
AL,MAZDA,CX-9,0
AR,MAZDA,CX-9,0
AZ,MAZDA,CX-9,0
CA,MAZDA,CX-9,0
CO,MAZDA,CX-9,0
CT,MAZDA,CX-9,0
DC,MAZDA,CX-9,0
DE,MAZDA,CX-9,0
FL,MAZDA,CX-9,0.16
GA,MAZDA,CX-9,0
HI,MAZDA,CX-9,0
IA,MAZDA,CX-9,0
ID,MAZDA,CX-9,0
IL,MAZDA,CX-9,0
IN,MAZDA,CX-9,0
KS,MAZDA,CX-9,0
KY,MAZDA,CX-9,0
LA,MAZDA,CX-9,0
MA,MAZDA,CX-9,0
MD,MAZDA,CX-9,0.67
ME,MAZDA,CX-9,0
MI,MAZDA,CX-9,0.03
MN,MAZDA,CX-9,0
MO,MAZDA,CX-9,0
MS,MAZDA,CX-9,0
MT,MAZDA,CX-9,0
NC,MAZDA,CX-9,0.26
ND,MAZDA,CX-9,0
NE,MAZDA,CX-9,0
NH,MAZDA,CX-9,0.08
NJ,MAZDA,CX-9,0
NM,MAZDA,CX-9,0.43
NV,MAZDA,CX-9,0.08
NY,MAZDA,CX-9,0
OH,MAZDA,CX-9,0
OK,MAZDA,CX-9,0
OR,MAZDA,CX-9,0
PA,MAZDA,CX-9,0
RI,MAZDA,CX-9,0
SC,MAZDA,CX-9,0
SD,MAZDA,CX-9,0
TN,MAZDA,CX-9,0
TX,MAZDA,CX-9,0.52
UT,MAZDA,CX-9,0
VA,MAZDA,CX-9,0
VT,MAZDA,CX-9,0
WA,MAZDA,CX-9,0.11
WI,MAZDA,CX-9,0
WV,MAZDA,CX-9,0
WY,MAZDA,CX-9,0
AK,DODGE,DART,0
AL,DODGE,DART,0
AR,DODGE,DART,2.9
AZ,DODGE,DART,3.22
CA,DODGE,DART,0.25
CO,DODGE,DART,0.74
CT,DODGE,DART,0
DC,DODGE,DART,0
DE,DODGE,DART,0
FL,DODGE,DART,0.4
GA,DODGE,DART,0.43
HI,DODGE,DART,0
IA,DODGE,DART,2.68
ID,DODGE,DART,0
IL,DODGE,DART,2.2
IN,DODGE,DART,1.77
KS,DODGE,DART,1.84
KY,DODGE,DART,2.93
LA,DODGE,DART,5.4
MA,DODGE,DART,0
MD,DODGE,DART,0.78
ME,DODGE,DART,0
MI,DODGE,DART,1.15
MN,DODGE,DART,1.04
MO,DODGE,DART,0
MS,DODGE,DART,2.24
MT,DODGE,DART,0
NC,DODGE,DART,6.11
ND,DODGE,DART,5.93
NE,DODGE,DART,19.28
NH,DODGE,DART,0.37
NJ,DODGE,DART,0.75
NM,DODGE,DART,1.72
NV,DODGE,DART,2.54
NY,DODGE,DART,0
OH,DODGE,DART,1.1
OK,DODGE,DART,1.1
OR,DODGE,DART,4.14
PA,DODGE,DART,0.66
RI,DODGE,DART,0
SC,DODGE,DART,1.1
SD,DODGE,DART,0
TN,DODGE,DART,0.79
TX,DODGE,DART,1.51
UT,DODGE,DART,1.33
VA,DODGE,DART,11.61
VT,DODGE,DART,0
WA,DODGE,DART,0.74
WI,DODGE,DART,0
WV,DODGE,DART,1.69
WY,DODGE,DART,5.87
AK,DODGE,DURANGO,0
AL,DODGE,DURANGO,0
AR,DODGE,DURANGO,0.7
AZ,DODGE,DURANGO,0
CA,DODGE,DURANGO,0.45
CO,DODGE,DURANGO,0.38
CT,DODGE,DURANGO,0
DC,DODGE,DURANGO,0
DE,DODGE,DURANGO,0
FL,DODGE,DURANGO,0.4
GA,DODGE,DURANGO,3.84
HI,DODGE,DURANGO,0
IA,DODGE,DURANGO,5.25
ID,DODGE,DURANGO,0.29
IL,DODGE,DURANGO,0.5
IN,DODGE,DURANGO,0.32
KS,DODGE,DURANGO,0
KY,DODGE,DURANGO,0.14
LA,DODGE,DURANGO,3.78
MA,DODGE,DURANGO,0
MD,DODGE,DURANGO,0
ME,DODGE,DURANGO,0
MI,DODGE,DURANGO,2.88
MN,DODGE,DURANGO,1.64
MO,DODGE,DURANGO,0
MS,DODGE,DURANGO,0.44
MT,DODGE,DURANGO,0
NC,DODGE,DURANGO,1.34
ND,DODGE,DURANGO,1.48
NE,DODGE,DURANGO,0
NH,DODGE,DURANGO,0.26
NJ,DODGE,DURANGO,0
NM,DODGE,DURANGO,0.47
NV,DODGE,DURANGO,0
NY,DODGE,DURANGO,0
OH,DODGE,DURANGO,0
OK,DODGE,DURANGO,2.03
OR,DODGE,DURANGO,1.3
PA,DODGE,DURANGO,0.4
RI,DODGE,DURANGO,0
SC,DODGE,DURANGO,0
SD,DODGE,DURANGO,0
TN,DODGE,DURANGO,0
TX,DODGE,DURANGO,1.37
UT,DODGE,DURANGO,0.69
VA,DODGE,DURANGO,0
VT,DODGE,DURANGO,0.39
WA,DODGE,DURANGO,0.13
WI,DODGE,DURANGO,0
WV,DODGE,DURANGO,1.13
WY,DODGE,DURANGO,0
AK,MERCEDES-BENZ,E-CLASS,0
AL,MERCEDES-BENZ,E-CLASS,0
AR,MERCEDES-BENZ,E-CLASS,0
AZ,MERCEDES-BENZ,E-CLASS,0
CA,MERCEDES-BENZ,E-CLASS,7.91
CO,MERCEDES-BENZ,E-CLASS,0
CT,MERCEDES-BENZ,E-CLASS,0
DC,MERCEDES-BENZ,E-CLASS,0
DE,MERCEDES-BENZ,E-CLASS,0
FL,MERCEDES-BENZ,E-CLASS,4.09
GA,MERCEDES-BENZ,E-CLASS,3.23
HI,MERCEDES-BENZ,E-CLASS,0
IA,MERCEDES-BENZ,E-CLASS,0
ID,MERCEDES-BENZ,E-CLASS,5.28
IL,MERCEDES-BENZ,E-CLASS,12.02
IN,MERCEDES-BENZ,E-CLASS,0
KS,MERCEDES-BENZ,E-CLASS,0
KY,MERCEDES-BENZ,E-CLASS,0
LA,MERCEDES-BENZ,E-CLASS,0
MA,MERCEDES-BENZ,E-CLASS,0
MD,MERCEDES-BENZ,E-CLASS,0
ME,MERCEDES-BENZ,E-CLASS,0
MI,MERCEDES-BENZ,E-CLASS,
MN,MERCEDES-BENZ,E-CLASS,0
MO,MERCEDES-BENZ,E-CLASS,0
MS,MERCEDES-BENZ,E-CLASS,
MT,MERCEDES-BENZ,E-CLASS,0
NC,MERCEDES-BENZ,E-CLASS,0
ND,MERCEDES-BENZ,E-CLASS,0
NE,MERCEDES-BENZ,E-CLASS,0
NH,MERCEDES-BENZ,E-CLASS,0
NJ,MERCEDES-BENZ,E-CLASS,0
NM,MERCEDES-BENZ,E-CLASS,1.66
NV,MERCEDES-BENZ,E-CLASS,0
NY,MERCEDES-BENZ,E-CLASS,0
OH,MERCEDES-BENZ,E-CLASS,0
OK,MERCEDES-BENZ,E-CLASS,0
OR,MERCEDES-BENZ,E-CLASS,0
PA,MERCEDES-BENZ,E-CLASS,0
RI,MERCEDES-BENZ,E-CLASS,0
SC,MERCEDES-BENZ,E-CLASS,0
SD,MERCEDES-BENZ,E-CLASS,0
TN,MERCEDES-BENZ,E-CLASS,0
TX,MERCEDES-BENZ,E-CLASS,5.26
UT,MERCEDES-BENZ,E-CLASS,0
VA,MERCEDES-BENZ,E-CLASS,0
VT,MERCEDES-BENZ,E-CLASS,0
WA,MERCEDES-BENZ,E-CLASS,0
WI,MERCEDES-BENZ,E-CLASS,0
WV,MERCEDES-BENZ,E-CLASS,0
WY,MERCEDES-BENZ,E-CLASS,0
AK,FORD,ECOLINE,0
AL,FORD,ECOLINE,0
AR,FORD,ECOLINE,0
AZ,FORD,ECOLINE,0
CA,FORD,ECOLINE,0
CO,FORD,ECOLINE,0
CT,FORD,ECOLINE,0
DC,FORD,ECOLINE,0
DE,FORD,ECOLINE,0
FL,FORD,ECOLINE,0
GA,FORD,ECOLINE,0
HI,FORD,ECOLINE,0
IA,FORD,ECOLINE,0
ID,FORD,ECOLINE,0
IL,FORD,ECOLINE,0
IN,FORD,ECOLINE,2.72
KS,FORD,ECOLINE,0
KY,FORD,ECOLINE,0
LA,FORD,ECOLINE,0
MA,FORD,ECOLINE,0
MD,FORD,ECOLINE,0
ME,FORD,ECOLINE,0
MI,FORD,ECOLINE,0
MN,FORD,ECOLINE,0
MO,FORD,ECOLINE,0
MS,FORD,ECOLINE,0
MT,FORD,ECOLINE,0
NC,FORD,ECOLINE,0
ND,FORD,ECOLINE,0
NE,FORD,ECOLINE,0
NH,FORD,ECOLINE,0
NJ,FORD,ECOLINE,0
NM,FORD,ECOLINE,0
NV,FORD,ECOLINE,0
NY,FORD,ECOLINE,0
OH,FORD,ECOLINE,0
OK,FORD,ECOLINE,0
OR,FORD,ECOLINE,0
PA,FORD,ECOLINE,0
RI,FORD,ECOLINE,0
SC,FORD,ECOLINE,0
SD,FORD,ECOLINE,0
TN,FORD,ECOLINE,0
TX,FORD,ECOLINE,4.72
UT,FORD,ECOLINE,0
VA,FORD,ECOLINE,0
VT,FORD,ECOLINE,0
WA,FORD,ECOLINE,0
WI,FORD,ECOLINE,0
WV,FORD,ECOLINE,0
WY,FORD,ECOLINE,0
AK,FORD,EDGE,0
AL,FORD,EDGE,0
AR,FORD,EDGE,0
AZ,FORD,EDGE,0
CA,FORD,EDGE,0
CO,FORD,EDGE,0
CT,FORD,EDGE,0
DC,FORD,EDGE,0
DE,FORD,EDGE,0
FL,FORD,EDGE,0
GA,FORD,EDGE,0
HI,FORD,EDGE,0
IA,FORD,EDGE,0
ID,FORD,EDGE,0
IL,FORD,EDGE,0
IN,FORD,EDGE,0
KS,FORD,EDGE,0
KY,FORD,EDGE,0
LA,FORD,EDGE,0
MA,FORD,EDGE,0
MD,FORD,EDGE,0
ME,FORD,EDGE,0
MI,FORD,EDGE,0
MN,FORD,EDGE,0
MO,FORD,EDGE,0
MS,FORD,EDGE,0
MT,FORD,EDGE,0
NC,FORD,EDGE,0
ND,FORD,EDGE,0
NE,FORD,EDGE,0
NH,FORD,EDGE,0
NJ,FORD,EDGE,0
NM,FORD,EDGE,0
NV,FORD,EDGE,0
NY,FORD,EDGE,0
OH,FORD,EDGE,0
OK,FORD,EDGE,0
OR,FORD,EDGE,0
PA,FORD,EDGE,0
RI,FORD,EDGE,0
SC,FORD,EDGE,0
SD,FORD,EDGE,0
TN,FORD,EDGE,0
TX,FORD,EDGE,0
UT,FORD,EDGE,0
VA,FORD,EDGE,0
VT,FORD,EDGE,0
WA,FORD,EDGE,0
WI,FORD,EDGE,0
WV,FORD,EDGE,0
WY,FORD,EDGE,0
AK,HYUNDAI,ELANTRA,0
AL,HYUNDAI,ELANTRA,0
AR,HYUNDAI,ELANTRA,1.84
AZ,HYUNDAI,ELANTRA,0
CA,HYUNDAI,ELANTRA,0.91
CO,HYUNDAI,ELANTRA,0.59
CT,HYUNDAI,ELANTRA,0.78
DC,HYUNDAI,ELANTRA,6.17
DE,HYUNDAI,ELANTRA,0
FL,HYUNDAI,ELANTRA,3.84
GA,HYUNDAI,ELANTRA,0.65
HI,HYUNDAI,ELANTRA,0
IA,HYUNDAI,ELANTRA,0
ID,HYUNDAI,ELANTRA,0.07
IL,HYUNDAI,ELANTRA,1.81
IN,HYUNDAI,ELANTRA,0.32
KS,HYUNDAI,ELANTRA,2.45
KY,HYUNDAI,ELANTRA,0.94
LA,HYUNDAI,ELANTRA,1.01
MA,HYUNDAI,ELANTRA,0
MD,HYUNDAI,ELANTRA,2.23
ME,HYUNDAI,ELANTRA,0.2
MI,HYUNDAI,ELANTRA,0.09
MN,HYUNDAI,ELANTRA,0
MO,HYUNDAI,ELANTRA,5.44
MS,HYUNDAI,ELANTRA,2.17
MT,HYUNDAI,ELANTRA,1.27
NC,HYUNDAI,ELANTRA,0.76
ND,HYUNDAI,ELANTRA,0.83
NE,HYUNDAI,ELANTRA,0
NH,HYUNDAI,ELANTRA,0.46
NJ,HYUNDAI,ELANTRA,1.82
NM,HYUNDAI,ELANTRA,1.14
NV,HYUNDAI,ELANTRA,1.61
NY,HYUNDAI,ELANTRA,0
OH,HYUNDAI,ELANTRA,0.61
OK,HYUNDAI,ELANTRA,7.13
OR,HYUNDAI,ELANTRA,0.89
PA,HYUNDAI,ELANTRA,0.79
RI,HYUNDAI,ELANTRA,24
SC,HYUNDAI,ELANTRA,0
SD,HYUNDAI,ELANTRA,1.62
TN,HYUNDAI,ELANTRA,4.11
TX,HYUNDAI,ELANTRA,1.28
UT,HYUNDAI,ELANTRA,1.04
VA,HYUNDAI,ELANTRA,0
VT,HYUNDAI,ELANTRA,0.15
WA,HYUNDAI,ELANTRA,0.57
WI,HYUNDAI,ELANTRA,0.82
WV,HYUNDAI,ELANTRA,0.4
WY,HYUNDAI,ELANTRA,0
AK,CADILLAC,ELR,0
AL,CADILLAC,ELR,0
AR,CADILLAC,ELR,0
AZ,CADILLAC,ELR,0
CA,CADILLAC,ELR,0
CO,CADILLAC,ELR,0
CT,CADILLAC,ELR,0
DC,CADILLAC,ELR,0
DE,CADILLAC,ELR,0
FL,CADILLAC,ELR,0
GA,CADILLAC,ELR,0
HI,CADILLAC,ELR,0
IA,CADILLAC,ELR,0
ID,CADILLAC,ELR,0
IL,CADILLAC,ELR,0
IN,CADILLAC,ELR,0
KS,CADILLAC,ELR,0
KY,CADILLAC,ELR,0
LA,CADILLAC,ELR,0
MA,CADILLAC,ELR,0
MD,CADILLAC,ELR,0
ME,CADILLAC,ELR,0
MI,CADILLAC,ELR,0
MN,CADILLAC,ELR,0
MO,CADILLAC,ELR,0
MS,CADILLAC,ELR,0
MT,CADILLAC,ELR,0
NC,CADILLAC,ELR,0
ND,CADILLAC,ELR,0
NE,CADILLAC,ELR,0
NH,CADILLAC,ELR,0
NJ,CADILLAC,ELR,0
NM,CADILLAC,ELR,0
NV,CADILLAC,ELR,0
NY,CADILLAC,ELR,0
OH,CADILLAC,ELR,0
OK,CADILLAC,ELR,0
OR,CADILLAC,ELR,0
PA,CADILLAC,ELR,0
RI,CADILLAC,ELR,0
SC,CADILLAC,ELR,0
SD,CADILLAC,ELR,0
TN,CADILLAC,ELR,0
TX,CADILLAC,ELR,0
UT,CADILLAC,ELR,0
VA,CADILLAC,ELR,0
VT,CADILLAC,ELR,0
WA,CADILLAC,ELR,0
WI,CADILLAC,ELR,0
WV,CADILLAC,ELR,0
WY,CADILLAC,ELR,0
AK,BUICK,ENCLAVE,0
AL,BUICK,ENCLAVE,0
AR,BUICK,ENCLAVE,0
AZ,BUICK,ENCLAVE,0
CA,BUICK,ENCLAVE,0.07
CO,BUICK,ENCLAVE,0.05
CT,BUICK,ENCLAVE,0
DC,BUICK,ENCLAVE,0
DE,BUICK,ENCLAVE,0
FL,BUICK,ENCLAVE,0.11
GA,BUICK,ENCLAVE,0
HI,BUICK,ENCLAVE,0
IA,BUICK,ENCLAVE,0
ID,BUICK,ENCLAVE,0.1
IL,BUICK,ENCLAVE,0.22
IN,BUICK,ENCLAVE,0
KS,BUICK,ENCLAVE,0
KY,BUICK,ENCLAVE,0.26
LA,BUICK,ENCLAVE,0.54
MA,BUICK,ENCLAVE,0
MD,BUICK,ENCLAVE,0.11
ME,BUICK,ENCLAVE,0
MI,BUICK,ENCLAVE,0.37
MN,BUICK,ENCLAVE,0.11
MO,BUICK,ENCLAVE,0
MS,BUICK,ENCLAVE,0
MT,BUICK,ENCLAVE,0
NC,BUICK,ENCLAVE,2.63
ND,BUICK,ENCLAVE,0.34
NE,BUICK,ENCLAVE,0.35
NH,BUICK,ENCLAVE,0.06
NJ,BUICK,ENCLAVE,0
NM,BUICK,ENCLAVE,0.8
NV,BUICK,ENCLAVE,0
NY,BUICK,ENCLAVE,0.16
OH,BUICK,ENCLAVE,0.45
OK,BUICK,ENCLAVE,1.11
OR,BUICK,ENCLAVE,0
PA,BUICK,ENCLAVE,0
RI,BUICK,ENCLAVE,0
SC,BUICK,ENCLAVE,0
SD,BUICK,ENCLAVE,0
TN,BUICK,ENCLAVE,0
TX,BUICK,ENCLAVE,0.32
UT,BUICK,ENCLAVE,0.12
VA,BUICK,ENCLAVE,0
VT,BUICK,ENCLAVE,0.12
WA,BUICK,ENCLAVE,0
WI,BUICK,ENCLAVE,0
